Cliente,Endereco,CPF,Bairro,Salario,Raca,Sexo,Profissao,Idade,Celular
Luana Campos,"Rua Sao Clemente, 3537",43656378499,Humaita,6050.19,Schnauzer,Feminino,Jornalista,26,(21) 92306-3604
Ana Beatriz Oliveira,"Rua da Gloria, 6222",82118080280,Gloria,8161.61,Beagle,Feminino,Lider de Projeto,63,(21) 92335-1298
Bruna Alves,"Rua Almirante Alexandrino, 328",84960962944,Santa Teresa,1851.12,Boxer,Feminino,Padeiro,56,(21) 94091-3518
Juliana Costa,"Rua Casemiro de Abreu, 4077",94833362806,Cascadura,2112.85,Shih Tzu,Feminino,Lider de Projeto,61,(21) 92554-4115
Juliana Costa,"Rua do Bispo, 4160",81433382103,Rio Comprido,5314.67,Basset Hound,Feminino,Publicitario,58,(21) 97295-8675
Roberta Moreira,"Rua do Ouvidor, 2434",54596069186,Centro,3745.32,Pug,Feminino,Geografo,27,(21) 92917-5627
Bruno Alves,"Rua Voluntarios da Patria, 3382",33687228139,Botafogo,8603.87,Pit Bull,Masculino,Dentista,53,(21) 91601-2232
Rafael Melo,"Rua Visconde de Piraja, 7449",14413925759,Ipanema,9207.47,Yorkshire Terrier,Masculino,Producao de Eventos,24,(21) 90106-1697
Gustavo Moreira,"Avenida Ayrton Senna, 1878",92798365489,Barra da Tijuca,3059.89,Cocker Spaniel,Masculino,Quimico,26,(21) 97802-9520
Thiago Souza,"Rua Almirante Alexandrino, 4926",69611658562,Santa Teresa,7529.25,Boxer,Masculino,Ator,51,(21) 97330-4190
Lucas Ferreira,"Rua Farme de Amoedo, 165",26922179549,Ipanema,5887.58,Pit Bull,Masculino,Enfermeiro,66,(21) 99584-3318
Joao Almeida,"Rua Senador Dantas, 5959",73566217925,Flamengo,4683.23,Shiba Inu,Masculino,Publicitario,24,(21) 96449-5755
Camila Pereira,"Rua Professor Annes Dias, 3233",71418670046,Sao Conrado,6716.92,Beagle,Feminino,Desenvolvedor,44,(21) 92396-1578
Camila Pereira,"Rua do Rio Comprido, 5488",42768841030,Rio Comprido,6400.37,Border Collie,Feminino,Quimico,56,(21) 93944-3550
Antonio Silva,"Rua Farme de Amoedo, 3495",25117371167,Ipanema,3018.73,Shiba Inu,Masculino,Arquiteto,22,(21) 96156-5235
Rafael Melo,"Rua Jardim Botanico, 7064",96222835146,Jardim Botanico,1477.47,Golden Retriever,Masculino,Dentista,52,(21) 95528-5375
Patricia Melo,"Rua da Gloria, 3804",12522709883,Gloria,4919.61,Schnauzer,Feminino,Jornalista,69,(21) 96796-6405
Carla Rodrigues,"Rua Candido Mendes, 4349",32165506551,Gloria,5048.64,Basset Hound,Feminino,Contador,34,(21) 97545-9005
Vinicius Santos,"Rua Silveira Martins, 6648",30501740326,Catete,3302.78,Schnauzer,Masculino,Biologo,37,(21) 95310-6427
Maria Luiza Silva,"Rua do Catete, 2812",93719816624,Catete,1821.85,Schnauzer,Feminino,Chef de Cozinha,37,(21) 96145-9067
Bruna Alves,"Rua Humaita, 3118",73407183883,Humaita,9226.56,Shih Tzu,Feminino,Personal Trainer,18,(21) 93070-9828
Maria Luiza Silva,"Rua Domingos Ferreira, 101",47626673542,Cascadura,7017.75,Maltes,Feminino,Veterinario,46,(21) 95056-2847
Rafael Melo,"Rua Farme de Amoedo, 7133",58904757111,Ipanema,2398.22,Shiba Inu,Masculino,Gerente,51,(21) 92401-5742
Thiago Souza,"Rua Mem de Sa, 8468",62592162486,Lapa,3466.29,Dachshund,Masculino,Engenheiro,36,(21) 92216-3248
Antonio Silva,"Rua Bartolomeu Mitre, 4786",31755588999,Leblon,9339.31,Schnauzer,Masculino,Contador,60,(21) 95814-2395
Luana Campos,"Rua Sao Clemente, 7894",80785352497,Botafogo,5342.09,Chihuahua,Feminino,Jornalista,24,(21) 94948-4339
Isabela Martins,"Rua do Pepino, 6570",69799524718,Recreio dos Bandeirantes,9924.96,Basset Hound,Feminino,Antropologo,23,(21) 94611-4478
Patricia Melo,"Rua Bartolomeu Mitre, 1914",59132581165,Leblon,2734.72,Golden Retriever,Feminino,Medico,36,(21) 97474-7097
Maria Luiza Silva,"Rua 28 de Setembro, 8200",76582454643,Vila Isabel,1695.41,Labrador,Feminino,Dentista,43,(21) 90401-6600
Michele Araujo,"Rua Nelson Mandela, 2782",23296105129,Botafogo,3890.97,Basset Hound,Feminino,Professor,31,(21) 91442-6657
Lucas Ferreira,"Rua do Lavradio, 4880",65399593809,Catete,8643.57,Golden Retriever,Masculino,Musico,56,(21) 92534-2539
Ana Beatriz Oliveira,"Rua Mem de Sa, 6112",93255218036,Lapa,9777.73,Beagle,Feminino,Geografo,20,(21) 90706-4520
Mariana Lima,"Rua Professor Annes Dias, 284",53439185425,Sao Conrado,7590.69,Husky Siberiano,Feminino,Designer,31,(21) 92219-7983
Daniele Souza,"Rua do Lavradio, 5590",23159545723,Lapa,4161.82,Pit Bull,Feminino,Veterinario,67,(21) 92370-3410
Natalia Pinto,"Rua Mem de Sa, 4396",32813786008,Lapa,9976.79,Poodle,Feminino,Historiador,47,(21) 90132-6954
Michele Araujo,"Rua Conde de Iraja, 7729",27051309440,Catete,7805.57,Labrador,Feminino,Biologo,66,(21) 94130-4608
Marcelo Lima,"Rua Marques de Abrantes, 8132",93435519135,Flamengo,9629.16,Pit Bull,Masculino,Quimico,72,(21) 96622-5484
Vinicius Santos,"Rua Ary Schiavo, 1226",35246904287,Barra da Tijuca,7793.8,Bulldog,Masculino,Medico,59,(21) 90623-7668
Luana Campos,"Rua Garcia d'Avila, 9769",12193195699,Ipanema,9679.58,Chihuahua,Feminino,Producao de Eventos,59,(21) 91849-6878
Patricia Melo,"Avenida Delfim Moreira, 2519",21851408745,Leblon,9036.77,Schnauzer,Feminino,Contador,41,(21) 93932-8949
Michele Araujo,"Rua Jardim Botanico, 2960",53068737207,Jardim Botanico,5157.66,Husky Siberiano,Feminino,Economista,35,(21) 98214-8628
Isabela Martins,"Rua da Assembleia, 9172",93173474122,Centro,7708.6,Husky Siberiano,Feminino,Chef de Cozinha,21,(21) 93129-7533
Vinicius Santos,"Rua Barao de Santa Marta, 3816",37439978195,Rio Comprido,9031.86,Labrador,Masculino,Contador,30,(21) 91160-5629
Juliana Costa,"Rua Visconde de Piraja, 5470",73364650769,Ipanema,2294.71,Basset Hound,Feminino,Enfermeiro,56,(21) 94572-6276
Lucas Ferreira,"Rua Barata Ribeiro, 9179",55282735334,Copacabana,2994.1,Pug,Masculino,Arquiteto,46,(21) 91090-7380
Ricardo Martins,"Rua do Bispo, 1991",22310626143,Rio Comprido,8310.71,Beagle,Masculino,Advogado,35,(21) 91592-5982
Gustavo Moreira,"Rua Buarque de Macedo, 2410",67272932434,Vila Isabel,1424.64,Poodle,Masculino,Enfermeiro,34,(21) 97328-9138
Carla Rodrigues,"Avenida Delfim Moreira, 3178",56128628815,Leblon,3294.08,Basset Hound,Feminino,Historiador,20,(21) 97413-6594
Joao Almeida,"Rua Mem de Sa, 338",21270766917,Lapa,1997.23,Chihuahua,Masculino,Diretor,30,(21) 90782-7056
Natalia Pinto,"Rua Heitor de Silva Costa, 131",75007585994,Vila Isabel,5145.74,Husky Siberiano,Feminino,Contador,57,(21) 99879-4115
Maria Luiza Silva,"Rua Heitor de Silva Costa, 9163",50175327125,Vila Isabel,4347.87,Schnauzer,Feminino,Dentista,67,(21) 99210-5893
Bruna Alves,"Rua Joao Lira, 5445",94060985382,Sao Conrado,9289.54,Border Collie,Feminino,Arquiteto,61,(21) 95085-4098
Daniele Souza,"Rua Professor Annes Dias, 5262",26021915312,Sao Conrado,4683.92,Border Collie,Feminino,Enfermeiro,18,(21) 95275-3562
Lucas Ferreira,"Rua Felipe Cardoso, 7948",66132092468,Santa Teresa,8040.78,Beagle,Masculino,Personal Trainer,21,(21) 90945-7910
Andre Carvalho,"Rua Ataulfo de Paiva, 6669",62408404716,Leblon,9690.71,Bulldog,Masculino,Publicitario,66,(21) 92130-5215
Eduardo Campos,"Rua Joaquim Nabuco, 5638",65303350486,Recreio dos Bandeirantes,2196.43,Dachshund,Masculino,Veterinario,67,(21) 90133-6910
Vinicius Santos,"Rua Heitor de Silva Costa, 6335",97166124464,Vila Isabel,7626.27,Border Collie,Masculino,Gerente,24,(21) 93796-1653
Eduardo Campos,"Rua Humaita, 2875",41340290700,Humaita,4994.31,Bulldog,Masculino,Musico,43,(21) 91363-6445
Andre Carvalho,"Rua dos Arcos, 5762",19463569553,Lapa,9026.37,Chihuahua,Masculino,Quimico,61,(21) 92274-9025
Gabriel Rocha,"Rua Domingos Ferreira, 6718",68779690044,Cascadura,9856.65,Cocker Spaniel,Masculino,Chef de Cozinha,20,(21) 92884-2296
Ricardo Martins,"Praia de Botafogo, 9207",36723167596,Botafogo,8762.98,Maltes,Masculino,Diretor,48,(21) 99184-2866
Ana Beatriz Oliveira,"Rua General Artigas, 5185",71111561548,Leblon,9777.03,Border Collie,Feminino,Diretor,26,(21) 94980-2339
Joao Almeida,"Rua Buarque de Macedo, 2287",60986203347,Vila Isabel,5958.78,Labrador,Masculino,Biologo,24,(21) 93561-3207
Larissa Ferreira,"Avenida Glaucio Gil, 5339",76675901920,Recreio dos Bandeirantes,6705.88,Border Collie,Feminino,Veterinario,34,(21) 90869-6597
Tatiane Almeida,"Avenida Ayrton Senna, 4536",43309829987,Barra da Tijuca,4660.84,Border Collie,Feminino,Farmaceutico,71,(21) 99499-9705
Lucas Ferreira,"Rua da Gloria, 3925",23165683031,Gloria,4669.72,Border Collie,Masculino,Producao de Eventos,20,(21) 98370-6162
Andre Carvalho,"Rua Monte Alegre, 5326",69684880932,Santa Teresa,4556.98,Cocker Spaniel,Masculino,Quimico,31,(21) 98638-8945
Daniele Souza,"Rua Barao de Sao Francisco, 4936",26878313737,Humaita,1888.12,Bulldog,Feminino,Jornalista,64,(21) 94883-4619
Gustavo Moreira,"Rua Casemiro de Abreu, 2250",58633939326,Cascadura,6057.35,Chihuahua,Masculino,Dentista,51,(21) 98903-2075
Daniel Araujo,"Rua Humaita, 9839",72112628561,Humaita,4358.82,Pit Bull,Masculino,Advogado,48,(21) 90015-2604
Isabela Martins,"Rua Joaquim Nabuco, 3784",85106765196,Recreio dos Bandeirantes,7320.52,Pit Bull,Feminino,Medico,37,(21) 95635-1462
Ana Beatriz Oliveira,"Rua do Catete, 3313",46400244642,Flamengo,3696.58,Cocker Spaniel,Feminino,Psicologo,28,(21) 90148-2651
Daniel Araujo,"Rua Jose Higino, 392",68127663948,Tijuca,7172.44,Rottweiler,Masculino,Analista de Sistemas,54,(21) 97316-3084
Andre Carvalho,"Rua Sao Clemente, 2452",73101236397,Humaita,6998.85,Border Collie,Masculino,Dentista,60,(21) 96460-2363
Ana Beatriz Oliveira,"Rua Mem de Sa, 6055",14699827114,Lapa,8057.73,Bulldog,Feminino,Contador,70,(21) 92609-8269
Eduardo Campos,"Rua Clarimundo de Melo, 8065",11381295012,Tijuca,5751.85,Cocker Spaniel,Masculino,Farmaceutico,26,(21) 99582-1762
Viviane Mendes,"Rua Marquesa de Santos, 1042",63885941155,Jardim Botanico,1873.86,Poodle,Feminino,Arquiteto,43,(21) 93316-2352
Daniele Souza,"Rua Barata Ribeiro, 1494",87234579451,Copacabana,7551.19,Husky Siberiano,Feminino,Diretor,22,(21) 90397-6852
Diego Silva,"Rua Miguel Lemos, 7997",30014686373,Sao Conrado,4390.42,Poodle,Masculino,Psicologo,47,(21) 90257-3111
Carla Rodrigues,"Rua Senador Dantas, 8429",32111354733,Flamengo,1802.31,Beagle,Feminino,Producao de Eventos,46,(21) 91937-8433
Diego Silva,"Avenida Delfim Moreira, 9442",86041082975,Leblon,2848.83,Cocker Spaniel,Masculino,Padeiro,49,(21) 97396-2022
Luana Campos,"Rua Paula Freitas, 2111",23042480287,Copacabana,3248.6,Boxer,Feminino,Biologo,42,(21) 95642-2973
Gabriel Rocha,"Rua Plinio Casado, 2561",35065443383,Cascadura,2865.7,Border Collie,Masculino,Veterinario,70,(21) 96622-6347
Amanda Carvalho,"Rua Almirante Alexandrino, 1073",72518760789,Santa Teresa,1460.1,Rottweiler,Feminino,Desenvolvedor,29,(21) 95377-1470
Bruna Alves,"Rua Felipe Cardoso, 4694",30399828093,Santa Teresa,2057.94,Basset Hound,Feminino,Terapeuta Ocupacional,36,(21) 94325-4256
Bruna Alves,"Rua Estrela, 8698",96957073616,Santa Teresa,8739.88,Poodle,Feminino,Fisioterapeuta,26,(21) 93913-2387
Thiago Souza,"Rua Conde de Bonfim, 8844",49034442018,Tijuca,6830.59,Husky Siberiano,Masculino,Engenheiro,47,(21) 97167-8520
Mariana Lima,"Rua Visconde de Piraja, 672",45549862182,Ipanema,6312.94,Golden Retriever,Feminino,Artesao,57,(21) 93741-8457
Daniele Souza,"Rua Gal. Osorio, 761",12800910294,Cascadura,8541.42,Shih Tzu,Feminino,Quimico,34,(21) 92259-1108
Marcelo Lima,"Rua Nelson Mandela, 8605",14779095375,Botafogo,6626.32,Rottweiler,Masculino,Analista de Sistemas,71,(21) 90978-7333
Bruno Alves,"Rua Barata Ribeiro, 5796",74425988206,Copacabana,4297.94,Shih Tzu,Masculino,Economista,62,(21) 98773-7732
Rodrigo Costa,"Rua Humaita, 2919",47579720389,Humaita,5405.08,Shiba Inu,Masculino,Publicitario,50,(21) 90148-2355
Juliana Costa,"Avenida Delfim Moreira, 3708",96909754994,Leblon,7246.76,Rottweiler,Feminino,Veterinario,32,(21) 91825-4290
Maria Luiza Silva,"Rua Nelson Mandela, 4986",57205706087,Botafogo,1713.91,Bulldog,Feminino,Terapeuta Ocupacional,57,(21) 92835-5183
Daniele Souza,"Rua do Russel, 9356",51368923650,Gloria,4059.57,Poodle,Feminino,Lider de Projeto,31,(21) 95703-4770
Viviane Mendes,"Rua Ataulfo de Paiva, 2554",13833927777,Leblon,3761.9,Shih Tzu,Feminino,Jornalista,39,(21) 98695-6003
Gabriel Rocha,"Rua Nelson Mandela, 3281",47501965034,Botafogo,7529.34,Husky Siberiano,Masculino,Analista de Sistemas,62,(21) 97440-3519
Camila Pereira,"Rua Mem de Sa, 971",57834763780,Lapa,9271.15,Pug,Feminino,Enfermeiro,43,(21) 93356-4120
Daniel Araujo,"Rua Primeiro de Marco, 2872",18418283220,Centro,2562.33,Bulldog,Masculino,Producao de Eventos,60,(21) 92549-2097
Rodrigo Costa,"Rua da Gloria, 1898",79917326859,Gloria,3362.23,Schnauzer,Masculino,Dentista,54,(21) 92116-7178
Gustavo Moreira,"Rua do Bispo, 4269",41934697207,Rio Comprido,9316.29,Husky Siberiano,Masculino,Enfermeiro,62,(21) 99477-4161
Gustavo Moreira,"Rua Heitor de Silva Costa, 3531",42460731610,Vila Isabel,5282.02,Schnauzer,Masculino,Padeiro,27,(21) 92134-1137
Marcelo Lima,"Rua Mem de Sa, 2276",80961520209,Lapa,1788.65,Shih Tzu,Masculino,Ator,56,(21) 99161-7589
Juliana Costa,"Rua Conde de Iraja, 9567",24689676557,Catete,2008.71,Shiba Inu,Feminino,Contador,67,(21) 92876-5706
Isabela Martins,"Rua Almirante Alexandrino, 2611",59101088569,Santa Teresa,3837.75,Rottweiler,Feminino,Artesao,46,(21) 98453-2324
Luana Campos,"Rua Paissandu, 3640",11916859998,Flamengo,3700.9,Bulldog,Feminino,Analista de Sistemas,51,(21) 92955-6111
Marcelo Lima,"Rua 28 de Setembro, 1643",35689041108,Vila Isabel,7452.43,Maltes,Masculino,Farmaceutico,20,(21) 94511-4818
Viviane Mendes,"Rua Paula Freitas, 2463",75490887765,Copacabana,4613.05,Chihuahua,Feminino,Arquiteto,48,(21) 98613-6998
Mariana Lima,"Rua do Ouvidor, 3304",80957086493,Centro,4651.69,Basset Hound,Feminino,Professor,62,(21) 91704-9851
Eduardo Campos,"Rua do Ouvidor, 1348",14570815754,Centro,6120.28,Yorkshire Terrier,Masculino,Economista,45,(21) 95933-6143
Gabriela Rocha,"Rua Heitor de Silva Costa, 3837",55975053655,Vila Isabel,6017.08,Beagle,Feminino,Farmaceutico,28,(21) 99176-8851
Ana Beatriz Oliveira,"Rua Silveira Martins, 7962",90978456057,Catete,7529.49,Schnauzer,Feminino,Lider de Projeto,70,(21) 94588-8805
Gustavo Moreira,"Rua Lopes Quintas, 1670",51587410197,Jardim Botanico,7753.95,Boxer,Masculino,Designer,38,(21) 97917-4091
Diego Silva,"Rua Bento Lisboa, 8472",59590155190,Humaita,5116.11,Labrador,Masculino,Lider de Projeto,61,(21) 92977-3551
Mariana Lima,"Rua Visconde de Souza Franco, 3624",39056427721,Lapa,4266.03,Maltes,Feminino,Padeiro,34,(21) 91694-7255
Fernanda Santos,"Rua Paula Freitas, 1974",96266050780,Copacabana,6372.97,Labrador,Feminino,Advogado,35,(21) 97171-3079
Felipe Oliveira,"Rua Jardim Botanico, 7397",38414220989,Jardim Botanico,7451.64,Rottweiler,Masculino,Fisioterapeuta,70,(21) 91191-9336
Marcelo Lima,"Rua Humaita, 192",82431117286,Humaita,3196.28,Maltes,Masculino,Desenvolvedor,29,(21) 92529-9803
Lucas Ferreira,"Rua do Lavradio, 6481",25080681899,Catete,2190.92,Bulldog,Masculino,Historiador,70,(21) 99219-9366
Luana Campos,"Rua Pacheco Leao, 9121",69500734608,Jardim Botanico,7937.3,Husky Siberiano,Feminino,Professor,30,(21) 90201-3808
Joao Almeida,"Rua Farme de Amoedo, 1515",11961665108,Ipanema,5639.2,Basset Hound,Masculino,Administrador,68,(21) 98253-6924
Bruno Alves,"Rua do Lavradio, 1724",35175843805,Lapa,5599.75,Cocker Spaniel,Masculino,Geografo,72,(21) 93728-2126
Gabriel Rocha,"Rua Domingos Ferreira, 3267",29493945889,Cascadura,8953.24,Chihuahua,Masculino,Musico,28,(21) 93717-8198
Leandro Rodrigues,"Rua dos Arcos, 2426",76184992328,Lapa,6579.93,Rottweiler,Masculino,Arquiteto,27,(21) 91476-4404
Ricardo Martins,"Rua Barata Ribeiro, 261",20326899076,Copacabana,1477.51,Bulldog,Masculino,Professor,54,(21) 91501-8194
Natalia Pinto,"Rua Senador Dantas, 3286",37751888781,Flamengo,8256.29,Maltes,Feminino,Musico,47,(21) 90200-8163
Daniele Souza,"Rua Joao Lira, 5185",54586715042,Sao Conrado,9923.84,Chihuahua,Feminino,Musico,58,(21) 94482-8583
Michele Araujo,"Rua do Lavradio, 6846",99871711211,Lapa,7766.4,Pug,Feminino,Lider de Projeto,70,(21) 95781-8058
Antonio Silva,"Avenida Atlantica, 7931",34795382000,Copacabana,7459.71,Poodle,Masculino,Desenvolvedor,60,(21) 92465-3969
Roberta Moreira,"Rua do Catete, 8072",37268167609,Flamengo,4081.77,Chihuahua,Feminino,Quimico,54,(21) 99350-4481
Rodrigo Costa,"Rua do Lavradio, 9949",83003157913,Catete,7049.16,Basset Hound,Masculino,Advogado,46,(21) 99948-2641
Luana Campos,"Rua Visconde de Souza Franco, 4505",75085222880,Lapa,4026.96,Schnauzer,Feminino,Ator,36,(21) 90806-9481
Ana Beatriz Oliveira,"Rua Bento Lisboa, 2848",81389666153,Humaita,9850.81,Beagle,Feminino,Quimico,37,(21) 98770-7441
Fernanda Santos,"Rua Garcia d'Avila, 2787",69621658132,Ipanema,8038.03,Maltes,Feminino,Fisioterapeuta,67,(21) 94711-9175
Thiago Souza,"Rua Estrela, 9250",20657623155,Santa Teresa,1913.49,Labrador,Masculino,Medico,58,(21) 90953-8481
Bruno Alves,"Rua do Bispo, 2893",19587389656,Rio Comprido,5866.29,Pug,Masculino,Contador,70,(21) 99632-6797
Isabela Martins,"Rua Buarque de Macedo, 7449",56266668777,Vila Isabel,5950.58,Cocker Spaniel,Feminino,Quimico,26,(21) 94969-3082
Isabela Martins,"Rua Sao Clemente, 6076",12063562754,Botafogo,5260.39,Pit Bull,Feminino,Arquiteto,69,(21) 90704-7163
Amanda Carvalho,"Rua do Russel, 5625",50114633370,Gloria,1413.75,Golden Retriever,Feminino,Musico,55,(21) 94171-9880
Vinicius Santos,"Rua do Catete, 6729",21673441087,Flamengo,8371.26,Border Collie,Masculino,Geografo,19,(21) 98268-4876
Camila Pereira,"Rua Sao Clemente, 5871",56145570943,Humaita,7767.17,Shih Tzu,Feminino,Musico,65,(21) 95197-1781
Carla Rodrigues,"Rua Primeiro de Marco, 7352",11328411111,Centro,2621.23,Shih Tzu,Feminino,Biologo,28,(21) 90748-9534
Felipe Oliveira,"Rua Monte Alegre, 2779",80154229100,Santa Teresa,5090.26,Golden Retriever,Masculino,Desenvolvedor,35,(21) 97464-7038
Andre Carvalho,"Rua Ataulfo de Paiva, 8701",96293794126,Leblon,8049.88,Rottweiler,Masculino,Contador,31,(21) 90645-6668
Bruno Alves,"Rua do Ouvidor, 5047",27711268670,Gloria,4273.64,Dachshund,Masculino,Gerente,46,(21) 97584-3573
Diego Silva,"Rua Visconde de Piraja, 1788",89716367545,Ipanema,6159.98,Dachshund,Masculino,Historiador,20,(21) 91527-4981
Joao Almeida,"Rua Jardim Botanico, 2244",37118545726,Jardim Botanico,2908.95,Schnauzer,Masculino,Engenheiro,55,(21) 93518-1635
Bruno Alves,"Rua Conde de Bonfim, 4144",85534653048,Tijuca,2702.82,Boxer,Masculino,Dentista,63,(21) 91816-9381
Luana Campos,"Rua Primeiro de Marco, 3574",47470612956,Centro,2240.29,Poodle,Feminino,Publicitario,33,(21) 92783-9802
Vinicius Santos,"Rua Domingos Ferreira, 7482",69442796702,Cascadura,4371.5,Bulldog,Masculino,Producao de Eventos,59,(21) 91454-4914
Joao Almeida,"Rua Plinio Casado, 997",14715261248,Cascadura,2672.2,Basset Hound,Masculino,Designer,38,(21) 96861-9212
Camila Pereira,"Avenida Atlantica, 1411",94465859057,Copacabana,4848.49,Shih Tzu,Feminino,Administrador,32,(21) 95975-5839
Mariana Lima,"Rua Lopes Quintas, 3986",58746342946,Jardim Botanico,5085.85,Shih Tzu,Feminino,Publicitario,72,(21) 94900-7979
Bruna Alves,"Rua do Catete, 6243",18057066797,Flamengo,3072.98,Pit Bull,Feminino,Analista de Sistemas,50,(21) 93052-5471
Gustavo Moreira,"Avenida Delfim Moreira, 5128",58051169748,Leblon,6588.4,Boxer,Masculino,Jornalista,26,(21) 96219-1692
Antonio Silva,"Rua Plinio Casado, 3612",86486935289,Cascadura,5700.96,Yorkshire Terrier,Masculino,Historiador,45,(21) 96930-2750
Gustavo Moreira,"Rua do Bispo, 7077",96416122330,Rio Comprido,9889.14,Chihuahua,Masculino,Designer,37,(21) 97408-5628
Camila Pereira,"Rua Mem de Sa, 2740",94120298547,Lapa,4254.35,Basset Hound,Feminino,Lider de Projeto,35,(21) 95240-7442
Mariana Lima,"Rua General Artigas, 4008",32327700989,Leblon,5017.51,Labrador,Feminino,Fisioterapeuta,57,(21) 98841-1364
Isabela Martins,"Rua Mem de Sa, 1461",75816857663,Lapa,9580.39,Pit Bull,Feminino,Administrador,18,(21) 90771-1672
Gustavo Moreira,"Avenida Ayrton Senna, 7163",13982937524,Barra da Tijuca,9444.98,Maltes,Masculino,Antropologo,32,(21) 90825-1092
Fernanda Santos,"Rua Miguel Lemos, 5932",46241148159,Sao Conrado,1713.27,Schnauzer,Feminino,Arquiteto,46,(21) 92055-9767
Natalia Pinto,"Rua General Artigas, 9820",64440799746,Leblon,2332.18,Basset Hound,Feminino,Arquiteto,31,(21) 90079-5251
Daniele Souza,"Rua Domingos Ferreira, 1459",75013741651,Cascadura,3101.79,Chihuahua,Feminino,Gerente,18,(21) 96555-1429
Roberta Moreira,"Rua do Ouvidor, 8458",34251201022,Gloria,8366.41,Maltes,Feminino,Enfermeiro,34,(21) 96055-7268
Rodrigo Costa,"Rua Voluntarios da Patria, 1317",33379104326,Botafogo,8232.12,Boxer,Masculino,Desenvolvedor,45,(21) 95734-1318
Diego Silva,"Rua do Russel, 4029",32519402451,Gloria,9804.2,Golden Retriever,Masculino,Personal Trainer,41,(21) 99296-9854
Amanda Carvalho,"Rua Visconde de Souza Franco, 6739",71649454575,Lapa,4016.11,Boxer,Feminino,Medico,26,(21) 90623-8272
Viviane Mendes,"Rua Sao Clemente, 2521",78303580246,Humaita,6283.07,Husky Siberiano,Feminino,Jornalista,69,(21) 94190-1089
Carla Rodrigues,"Rua Bento Lisboa, 8740",61265662049,Humaita,1961.29,Border Collie,Feminino,Gerente,49,(21) 98048-7569
Roberta Moreira,"Rua Marques de Abrantes, 3747",13474496859,Flamengo,7198.85,Pit Bull,Feminino,Dentista,22,(21) 97068-2717
Isabela Martins,"Rua Lopes Quintas, 3929",19197164298,Jardim Botanico,1898.99,Chihuahua,Feminino,Ator,57,(21) 90657-9955
Carlos Santos,"Rua Bartolomeu Mitre, 6973",40200300071,Leblon,7411.32,Pit Bull,Masculino,Personal Trainer,58,(21) 98566-9660
Michele Araujo,"Rua Jose Higino, 3728",86755477777,Tijuca,8913.73,Poodle,Feminino,Arquiteto,63,(21) 95497-3171
Natalia Pinto,"Rua Candido Mendes, 1437",22428573512,Gloria,3721.27,Dachshund,Feminino,Terapeuta Ocupacional,33,(21) 92753-4948
Roberta Moreira,"Rua Visconde de Souza Franco, 8348",71477495823,Lapa,5122.16,Poodle,Feminino,Contador,57,(21) 99517-8998
Viviane Mendes,"Rua dos Arcos, 696",40921547897,Lapa,5633.98,Dachshund,Feminino,Jornalista,35,(21) 98661-2473
Isabela Martins,"Avenida Aquarela do Brasil, 6343",98305381995,Sao Conrado,7936.08,Poodle,Feminino,Padeiro,24,(21) 96088-6618
Mariana Lima,"Rua Joao Vicente, 8064",67483025253,Vila Isabel,4067.13,Yorkshire Terrier,Feminino,Farmaceutico,57,(21) 97199-6994
Luana Campos,"Rua Miguel Lemos, 7058",42034799675,Sao Conrado,3784.61,Golden Retriever,Feminino,Fisioterapeuta,44,(21) 99167-5944
Marcelo Lima,"Avenida Atlantica, 197",99970542039,Copacabana,4428.29,Cocker Spaniel,Masculino,Psicologo,65,(21) 96798-7313
Camila Pereira,"Rua Joao Vicente, 4826",82096458199,Vila Isabel,8597.03,Basset Hound,Feminino,Arquiteto,45,(21) 90517-3161
Carla Rodrigues,"Rua Barao de Sao Francisco, 3832",30187889602,Humaita,3321.17,Schnauzer,Feminino,Geografo,42,(21) 90751-2381
Maria Luiza Silva,"Rua Pacheco Leao, 7341",80738703439,Jardim Botanico,2499.07,Maltes,Feminino,Padeiro,55,(21) 98495-6936
Amanda Carvalho,"Rua do Catete, 5137",49313922578,Flamengo,9550.77,Poodle,Feminino,Arquiteto,47,(21) 94592-5855
Bruna Alves,"Rua Buarque de Macedo, 5255",91962599157,Vila Isabel,1861.63,Pug,Feminino,Contador,65,(21) 95491-2229
Ricardo Martins,"Rua Visconde de Souza Franco, 4839",33234812908,Lapa,6050.19,Yorkshire Terrier,Masculino,Professor,40,(21) 92795-8345
Eduardo Campos,"Rua Joao Vicente, 7658",72041308884,Vila Isabel,4653.55,Dachshund,Masculino,Gerente,21,(21) 91439-9183
Amanda Carvalho,"Rua Conde de Bonfim, 7451",28078455470,Tijuca,9235.67,Chihuahua,Feminino,Farmaceutico,58,(21) 91683-5587
Rafael Melo,"Rua do Russel, 2429",76456162881,Gloria,9750.6,Cocker Spaniel,Masculino,Chef de Cozinha,59,(21) 96671-2682
Vinicius Santos,"Rua General Glicerio, 4391",32763776301,Rio Comprido,6746.77,Schnauzer,Masculino,Medico,48,(21) 96883-1774
Rafael Melo,"Rua Almirante Alexandrino, 5450",61391463969,Santa Teresa,8915.89,Shiba Inu,Masculino,Lider de Projeto,25,(21) 90709-8243
Lucas Ferreira,"Rua Buarque de Macedo, 8431",63331367381,Vila Isabel,9520.34,Maltes,Masculino,Contador,67,(21) 95947-3502
